ID,ProjectID,CommitURL,BuggyCommitID,RepairedCommitID,Class,Method,ModifiedStatements,METHOD:METHOD_CALL:INSERTED:global:slice,CLASS:METHOD_CALL:INSERTED:global:Array,METHOD:METHOD_CALL:INSERTED:global:getUTCMinutes,CLASS:METHOD_CALL:INSERTED:global:Date,CLASS:METHOD_CALL:REMOVED:global:Date,RESERVED:CONDITION:INSERTED:global:falsey,RESERVED:CONDITION:REMOVED:global:falsey,RESERVED:CONDITION:UPDATED:global:falsey,METHOD:METHOD_CALL:INSERTED:global:replace,METHOD:METHOD_CALL:REMOVED:global:replace,METHOD:METHOD_CALL:INSERTED:global:pop,METHOD:METHOD_CALL:REMOVED:global:map,METHOD:METHOD_CALL:INSERTED:global:call,METHOD:METHOD_CALL:INSERTED:global:trim,METHOD:METHOD_CALL:INSERTED:global:getUTCMonth,METHOD:METHOD_CALL:INSERTED:global:getUTCDate,CLASS:METHOD_CALL:INSERTED:global:JSON,CLASS:METHOD_CALL:REMOVED:global:JSON,CLASS:METHOD_CALL:UPDATED:global:JSON,METHOD:METHOD_CALL:INSERTED:global:indexOf,METHOD:METHOD_CALL:REMOVED:global:indexOf,CLASS:METHOD_CALL:INSERTED:global:Object,FIELD:CONDITION:INSERTED:global:message,FIELD:EXPRESSION:INSERTED:global:message,FIELD:ASSIGNMENT_RHS:INSERTED:global:message,METHOD:METHOD_CALL:INSERTED:global:stringify,METHOD:METHOD_CALL:REMOVED:global:stringify,METHOD:METHOD_CALL:UPDATED:global:stringify,METHOD:METHOD_CALL:INSERTED:global:toString,METHOD:METHOD_CALL:REMOVED:global:toString,METHOD:METHOD_CALL:UPDATED:global:parse,METHOD:METHOD_CALL:REMOVED:global:parse,METHOD:METHOD_CALL:INSERTED:global:parse,RESERVED:CONDITION:INSERTED:global:typeof,RESERVED:CONDITION:REMOVED:global:typeof,RESERVED:CONDITION:UPDATED:global:typeof,METHOD:METHOD_CALL:INSERTED:global:push,METHOD:METHOD_CALL:REMOVED:global:push,RESERVED:ARGUMENT:INSERTED:global:arguments,RESERVED:ASSIGNMENT_LHS:INSERTED:global:arguments,RESERVED:ASSIGNMENT_RHS:INSERTED:global:arguments,METHOD:METHOD_CALL:INSERTED:global:keys,RESERVED:CONDITION:REMOVED:global:eq,RESERVED:CONDITION:INSERTED:global:eq,RESERVED:CONDITION:UPDATED:global:eq,RESERVED:STATEMENT:INSERTED:global:var,RESERVED:STATEMENT:UPDATED:global:var,RESERVED:STATEMENT:UPDATED:global:return,RESERVED:STATEMENT:REMOVED:global:var,RESERVED:STATEMENT:REMOVED:global:return,RESERVED:STATEMENT:INSERTED:global:return,RESERVED:CONDITION:INSERTED:global:return,RESERVED:STATEMENT:REMOVED:global:break,RESERVED:STATEMENT:INSERTED:global:break,METHOD:METHOD_CALL:INSERTED:global:split,METHOD:METHOD_CALL:UPDATED:global:split,RESERVED:METHOD_CALL:INSERTED:global:eval,METHOD:METHOD_CALL:REMOVED:global:search,METHOD:METHOD_CALL:INSERTED:global:search,RESERVED:ASSIGNMENT_RHS:INSERTED:global:false,RESERVED:CONDITION:REMOVED:global:false,RESERVED:CONDITION:INSERTED:global:false,RESERVED:ASSIGNMENT_RHS:REMOVED:global:false,RESERVED:ARGUMENT:INSERTED:global:false,METHOD:METHOD_CALL:INSERTED:global:forEach,RESERVED:CONDITION:UPDATED:global:sheq,RESERVED:CONDITION:INSERTED:global:sheq,RESERVED:CONDITION:REMOVED:global:sheq,RESERVED:ASSIGNMENT_RHS:INSERTED:global:true,RESERVED:CONDITION:INSERTED:global:true,RESERVED:ARGUMENT:REMOVED:global:true,RESERVED:ASSIGNMENT_RHS:REMOVED:global:true,RESERVED:CONDITION:REMOVED:global:true,RESERVED:ARGUMENT:INSERTED:global:true,METHOD:METHOD_CALL:UPDATED:global:concat,METHOD:METHOD_CALL:INSERTED:global:concat,RESERVED:ASSIGNMENT_LHS:INSERTED:global:this,RESERVED:ARGUMENT:INSERTED:global:this,RESERVED:METHOD_CALL:INSERTED:global:this,RESERVED:ASSIGNMENT_RHS:INSERTED:global:this,METHOD:METHOD_CALL:INSERTED:global:isNaN,METHOD:METHOD_CALL:REMOVED:global:isNaN,RESERVED:METHOD_CALL:REMOVED:global:static,RESERVED:VARIABLE_DECLARATION:INSERTED:global:static,RESERVED:METHOD_CALL:INSERTED:global:static,METHOD:METHOD_CALL:INSERTED:global:match,METHOD:METHOD_CALL:REMOVED:global:match,METHOD:METHOD_CALL:UPDATED:global:match,RESERVED:STATEMENT:INSERTED:global:try,RESERVED:STATEMENT:REMOVED:global:try,FIELD:ASSIGNMENT_RHS:INSERTED:global:name,FIELD:METHOD_CALL:INSERTED:global:name,FIELD:EXPRESSION:INSERTED:global:name,FIELD:CONDITION:REMOVED:global:name,FIELD:EXPRESSION:REMOVED:global:name,FIELD:CONDITION:INSERTED:global:name,METHOD:METHOD_CALL:INSERTED:global:getUTCHours,METHOD:METHOD_CALL:INSERTED:global:sort,METHOD:METHOD_CALL:INSERTED:global:parseInt,METHOD:METHOD_CALL:REMOVED:global:parseInt,RESERVED:ASSIGNMENT_RHS:REMOVED:global:null,RESERVED:CONDITION:INSERTED:global:null,FIELD:EXPRESSION:REMOVED:global:length,FIELD:METHOD_CALL:REMOVED:global:length,FIELD:EXPRESSION:INSERTED:global:length,FIELD:CONDITION:REMOVED:global:length,FIELD:CONDITION:INSERTED:global:length,FIELD:ASSIGNMENT_RHS:REMOVED:global:length,RESERVED:CONDITION:REMOVED:global:null,RESERVED:ARGUMENT:INSERTED:global:null,FIELD:ASSIGNMENT_RHS:INSERTED:global:length,RESERVED:ARGUMENT:REMOVED:global:null,RESERVED:ASSIGNMENT_RHS:INSERTED:global:null,METHOD:METHOD_CALL:INSERTED:global:max,METHOD:METHOD_CALL:INSERTED:global:getUTCSeconds,RESERVED:ARGUMENT:REMOVED:global:error,RESERVED:ARGUMENT:INSERTED:global:error,RESERVED:EXPRESSION:REMOVED:global:error,RESERVED:METHOD_CALL:REMOVED:global:error,RESERVED:ASSIGNMENT_RHS:REMOVED:global:error,RESERVED:ASSIGNMENT_LHS:REMOVED:global:error,RESERVED:EXCEPTION_CATCH:INSERTED:global:error,RESERVED:PARAMETER_DECLARATION:INSERTED:global:error,RESERVED:CONDITION:INSERTED:global:error,RESERVED:EXPRESSION:UPDATED:global:error,RESERVED:VARIABLE_DECLARATION:INSERTED:global:error,RESERVED:CONDITION:REMOVED:global:error,RESERVED:VARIABLE_DECLARATION:REMOVED:global:error,RESERVED:ASSIGNMENT_LHS:UPDATED:global:error,RESERVED:ASSIGNMENT_LHS:INSERTED:global:error,RESERVED:EXPRESSION:INSERTED:global:error,RESERVED:ASSIGNMENT_RHS:INSERTED:global:error,RESERVED:ASSIGNMENT_RHS:UPDATED:global:error,RESERVED:PARAMETER_DECLARATION:REMOVED:global:error,RESERVED:METHOD_CALL:INSERTED:global:error,METHOD:METHOD_CALL:INSERTED:global:hasOwnProperty,RESERVED:STATEMENT:UPDATED:global:new,RESERVED:STATEMENT:INSERTED:global:new,RESERVED:STATEMENT:REMOVED:global:new,RESERVED:METHOD_CALL:INSERTED:global:callback,RESERVED:PARAMETER_DECLARATION:INSERTED:global:callback,RESERVED:METHOD_CALL:REMOVED:global:callback,RESERVED:ARGUMENT:INSERTED:global:callback,RESERVED:CONDITION:INSERTED:global:callback,RESERVED:CONDITION:REMOVED:global:callback,RESERVED:PARAMETER_DECLARATION:REMOVED:global:callback,METHOD:METHOD_CALL:INSERTED:global:exec,CLASS:METHOD_CALL:INSERTED:global:Math,METHOD:METHOD_CALL:INSERTED:global:filter,METHOD:METHOD_CALL:REMOVED:global:filter,RESERVED:CONDITION:INSERTED:global:undefined,RESERVED:CONDITION:REMOVED:global:undefined
3,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/5ebf15cdc230568c70d0b1e7a3e75737fb390007,6d513de85e01b50d2f23bdc99c60a8645469f755,5ebf15cdc230568c70d0b1e7a3e75737fb390007,'\'ClassNA\'','\'MethodNA\'','?',0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/434123cdc3e3731e9bd4b4d9cb21784c7e91a550,34f9fcb075e6cc9e2d431c127a9f3900fc49ce83,434123cdc3e3731e9bd4b4d9cb21784c7e91a550,'\'ClassNA\'','\'MethodNA\'','?',0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
76,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/b44a672d6ab915dd2e2749d1a0bd9674c6322357,f462881677f4bcb9ed0863e3b70efd6e4eba2321,b44a672d6ab915dd2e2749d1a0bd9674c6322357,'\'ClassNA\'','\'MethodNA\'','?',0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/735a62390966be2574727b0cfe7e08d6d05aa3f6,ca28f6e60e356052cac616f8f88560982217fa98,735a62390966be2574727b0cfe7e08d6d05aa3f6,'\'ClassNA\'','\'MethodNA\'','?',0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/f462881677f4bcb9ed0863e3b70efd6e4eba2321,48ddf0f13b3bca96aae937d7c83dc22e5a6ea292,f462881677f4bcb9ed0863e3b70efd6e4eba2321,'\'ClassNA\'','\'MethodNA\'','?',0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/78c3c04705876b54abb1aa62c51f3dc748e8a867,b607c61212ea0b9dc6151757b44912ce21afa214,78c3c04705876b54abb1aa62c51f3dc748e8a867,'\'ClassNA\'','\'MethodNA\'','?',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/be842321b356e709e78db08ee9323e5646b6d807,c7e5d329285eee37c8991d25d15445d8860c4e61,be842321b356e709e78db08ee9323e5646b6d807,'\'ClassNA\'','\'MethodNA\'','?',1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
187,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/d247937f9f24ba2537ffe4cb95790795c983f583,0541a8704b2596f1b9993324ca6759799e75b0c2,d247937f9f24ba2537ffe4cb95790795c983f583,'\'ClassNA\'','\'MethodNA\'','?',0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/9821cb2940e972492af95cb61ff16d2657a6603f,a5b95dd77d7a1d0cd82da4efc3adba71f63256e4,9821cb2940e972492af95cb61ff16d2657a6603f,'\'ClassNA\'','\'MethodNA\'','?',0.4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/9cc42cb0a75cb63eaccdd5ef7b657f057d814c7c,da44b1e39052ab23957f9ae9c05249f987612908,9cc42cb0a75cb63eaccdd5ef7b657f057d814c7c,'\'ClassNA\'','\'MethodNA\'','?',0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
